5'nucleotidase increased	5'nucléotidase augmentée
Solar lentigo	Lentigo solaire
Solid tumour	Tumeur solide
Somatic hallucination	Hallucination somatique
Somatoform disorder	Trouble somatoforme
Somatoform disorder cardiovascular	Trouble somatoforme cardiovasculaire
Somnambulism	Somnambulisme
Somnolence	Somnolence
Somnolence neonatal	Somnolence néonatale
Sore eye	Douleur occulaire
Sore mouth	Bouche endolorie
Sore nose	Nez douloureux
Sour stomach	Aigreurs d'estomac
Spasm biliary	Spasme biliaire
Spasm of accommodation	Spasme d'hébergement
Spasm of sphincter of Oddi	Spasme du sphincter d'Oddi
Spasmodic dysphonia	Dysphonie spasmodique
Spastic paralysis	Paralysie spastique
Spastic paraparesis	Paraparésie spastique
Speech and language abnormalities	Anomalies de la parole et du langage
Speech disorder	Trouble de la parole
Speech impairment NOS	Atteinte ? la parole SAI
Speech loss	Perte de la parole
Sperm concentration	Concentration de sperme
Sperm concentration decreased	La concentration de sperme a diminué
Sperm count decreased	Le nombre de spermatozo?des a diminué
Spermatocele	Spermatoc?le
Spermatogenesis abnormal	Spermatogen?se anormale
Spermatogenesis arrest	Arr?t de la spermatogen?se
Spermatozoa abnormal	Spermatozo?des anormaux
Sphincter of Oddi dysfunction	Sphincter de la dysfonction Oddi
Spider bite	morsure d'araignée
Spina bifida	Spina bifida
Spina bifida occulta	Spina bifida occulta
Spinal anaesthesia	Anesthésie rachidienne
Spinal compression fracture	Fracture de compression vertébrale
Spinal cord compression	Compression de la moelle épini?re
Spinal cord disorder	Trouble de la moelle épini?re
Spinal cord haemorrhage	Hémorragie médullaire
Spinal cord infarction	Infarctus de la moelle épini?re
Spinal cord injury	Lésion de la moelle épini?re
Spinal cord paralysis	Paralysie médullaire
Spinal disorder	Trouble vertébral
Spinal epidural haematoma	Hématome épidural rachidien
Spinal fracture	Fracture vertébrale
Spinal haematoma	Hématome vertébral
Spinal osteoarthritis	Arthrose vertébrale
Spine malformation	Malformation de la colonne vertébrale
Spleen disorder	Trouble de la rate
Spleen palpable	Rate palpable
Splenic flexure syndrome	Syndrome de flexion splénique
Splenic infarction	Infarctus splénique
Splenic peliosis	Péliose splénique
Splenic rupture	Rupture splénique
Splenic sequestration	Séquestration splénique
Splenomegaly	Splénomégalie
Splinter haemorrhages	Hémorragies éclatantes
Splitting nails	Fendre les ongles
Spondylitis	Spondylarthrite
Spondyloarthropathy	Spondylarthropathie
Spondylosis	Spondylose
Spontaneous bruising	Ecchymoses spontanées
Spontaneous haematoma	Hématome spontané
Spontaneous penile erection	Érection du pénis spontanée
Sporotrichosis	Sporotrichose
Sports injury	Blessure sportive
Spots before eyes	Taches sous les yeux
Spotting menstrual	Repérer les r?gles
Spotting vaginal	Repérer le vagin
Sprain	Entorse
Sprue	Sprue
Sputum discoloured	Crachats décolorés
Sputum increased	Crachats augmentés
Sputum purulent	Crachats purulents
Squamous cell carcinoma	Carcinome épidermo?de
Squamous cell carcinoma of head and neck	Carcinome épidermo?de de la t?te et du cou
Squamous cell carcinoma of lung	Carcinome épidermo?de du poumon
Squamous cell carcinoma of skin	Carcinome épidermo?de de la peau
ST segment elevation myocardial infarction	Infarctus du myocarde avec sus-décalage du segment ST
Stable angina pectoris	Angine de poitrine stable
Staggering gait	Démarche stupéfiante
Staphylococcal bacteraemia	Bactériémie staphylococcique
Staphylococcal infection	Infection staphylococcique
Staphylococcal scalded skin syndrome	Syndrome de peau échaudée staphylococcique
Staphylococcal skin infection	Infection cutanée staphylococcique
Staphylococcus aureus bacteremia	Bactériémie ? Staphylococcus aureus
Stargardt's disease	Maladie de Stargardt
Staring	Regarder
Stasis dermatitis	Dermatite de stase
Stasis syndrome	Syndrome de stase
Status asthmaticus	Statut asthmatique
Status epilepticus	État de mal épileptique
Status epilepticus grand mal	Statut epilepticus grand mal
Steatorrhoea	Stéatorrhée
Stent occlusion	Occlusion de stent
Stereotypy	Stéréotypie
Steroid acne	Acné stéro?de
Steroid myopathy	Myopathie stéro?dienne
Steroid psychosis	Psychose stéro?dienne
Steroid withdrawal syndrome	Syndrome de sevrage des stéro?des
Steroid-resistant nephrotic syndrome	Syndrome néphrotique résistant aux stéro?des
Stevens-Johnson syndrome	Syndrome de Stevens-Johnson
Sticky skin	Peau collante
Stiff back	Retour raide
Stiff person syndrome	Syndrome des personnes rigides
Stiffness	Raideur
Still's disease	Maladie de Still
Stillbirth	Mortinaissance
Sting	Piquer
Stinging	Piq?re
Stinging of nose	Piq?re de nez
Stinging skin	Piquer la peau
Stomach ache	Maux d'estomac
Stomach cramps	Des crampes d'estomac
Stomach dilation procedure	Procédure de dilatation d'estomac
Stomal ulcer	Ulc?re stomal
Stomatitis	Stomatite
Stomatitis necrotising	Stomatite nécrosante
Strabismus	Strabisme
Strangulation	Étranglement
Strangury	Étrangeté
Streptobacillary fever	Fi?vre streptobacillaire
Streptococcal endocarditis	Endocardite streptococcique
Streptococcal infection	Infection streptococcique
Streptococcal sepsis	Septicémie streptococcique
Streptococcus pyogenes pharyngitis	Pharyngite ? Streptococcus pyogenes
Stress	Stress
Stress at work	Le stress au travail
Stress fracture	Fracture de stress
Stress symptoms	Symptômes de stress
Stress ulcer	Ulc?re de stress
Stress urinary incontinence	Incontinence urinaire d'effort
Stridor	Stridor
Stridor inspiratory	Stridor inspiratory
Stroke volume increased	Augmentation du volume de course
Strongyloidiasis	Strongyloidiasis
Stupor	Stupeur
Stuttering	Bégaiement
Subacromial bursitis	Bursite sous-acromiale
Subacute bacterial endocarditis	Endocardite bactérienne subaigu?
Subacute endocarditis	Endocardite subaigu?
Subarachnoid haemorrhage	Hémorragie sous-arachno?dienne
Subclinical hypothyroidism	Hypothyro?die subclinique
Subclinical infection	Infection subclinique
Subconjunctival cyst	Kyste sous-conjonctival
Subconjunctival hemorrhage	Hémorragie sous-conjonctivale
Subcutaneous abscess	Abc?s sous-cutané
Subcutaneous bleeding	Saignement sous-cutané
Subcutaneous haematoma	Hématome sous-cutané
Subcutaneous nodule	Nodule sous-cutané
Subdural effusion	Épanchement sous-dural
Subdural haematoma	Hématome sous-dural
Subependymal giant cell astrocytoma	Astrocytome sous-épendymaire ? cellules géantes
Subepithelial opacities	Opacités sous-épithéliales
Subglottic edema	Oed?me sous-glottique
Subileus	Subileus
Subjective visual disturbances	Troubles visuels subjectifs
Subluxation hip	Subluxation hanche
Submandibular mass	Masse submandibulaire
Substance abuse	Abus de substance
Substance-induced psychotic disorder	Trouble psychotique induit par une substance
Sucrase-isomaltase deficiency	Déficit en sucrase-isomaltase
Sudden cardiac death	Mort cardiaque subite
Sudden deafness	Surdité soudaine
Sudden death	Mort subite
Sudden death, cause unknown	Mort subite, cause inconnue
Sudden hearing loss	Perte auditive soudaine
Sudden infant death syndrome	Syndrome de mort subite du nourrisson
Sudden onset of sleep	Début de sommeil soudain
Sudden unexplained death in epilepsy	Mort subite inexpliquée dans l'épilepsie
Sudden visual loss	Perte visuelle soudaine
Suicidal behaviour	Comportement suicidaire
Suicidal ideation	Idées suicidaires
Suicidal tendency	Tendance suicidaire
Suicide	Suicide
Suicide attempt	Tentative de suicide
Sulphaemoglobinaemia	Sulphémoglobinémie
Sunburn	Coup de soleil
Sunken eyes	Yeux enfoncés
Superficial basal cell carcinoma	Carcinome basocellulaire superficiel
Superficial phlebothrombosis	Phlébothrombose superficielle
Superficial punctate keratopathy	Kératopathie ponctuée superficielle
Superficial thrombophlebitis of leg	Thrombophlébite superficielle de la jambe
Superinfection	Surinfection
Superior sagittal sinus thrombosis	Thrombose du sinus sagittal supérieur
Superior vena cava syndrome	Syndrome de la veine cave supérieure
Supernumerary nipple	Mamelon surnuméraire
Superovulation	Superovulation
Supine hypotension	Hypotension couchée
Suppressed lactation	Suppression de la lactation
Suprapubic pain	Douleur sus-pubienne
Supraspinatus tendonitis	Tendinite supraspinatus
Supraventricular extrasystoles	Extrasystoles supraventriculaires
Supraventricular tachyarrhythmia	Tachyarythmie supraventriculaire
Supraventricular tachycardia	Tachycardie supraventriculaire
Surgery	Chirurgie
Surgical intervention	Intervention chirurgicale
Surgical menopause	Ménopause chirurgicale
Surgical site reaction	Réaction au site opératoire
Suspiciousness	Suspicion
Sustained ventricular tachycardia	Tachycardie ventriculaire soutenue
Suture related complication	Complication liée ? la suture
Sweat gland disorder	Trouble des glandes sudoripares
Sweat gland tumour	Tumeur des glandes sudoripares
Sweating	Transpiration
Sweating decreased	Transpiration diminuée
Sweating increased	Transpiration accrue
Swelling	Gonflement
Swelling face	Visage gonflé
Swelling of eyelid	Gonflement des paupi?res
Swelling of knees	Gonflement des genoux
Swelling of legs	Gonflement des jambes
Swelling of limb	Gonflement d'un membre
Swollen arm	Bras gonflé
Swollen tongue	Langue enflée
Sycosis barbae	Sycosis barbae
Sympathetic ophthalmia	Ophtalmie sympathique
Sympathomimetic effect	Effet sympathomimétique
Symptomatic hyperlactatemia	Hyperlactatémie symptomatique
Syncope	Syncope
Syncope vasovagal	Syncope vasovagal
Syndactyly	Syndactylie
Syndrome Fanconi-like	Syndrome de type Fanconi
Syndrome screaming	Syndrome hurlant
Syndrome sicca	Syndrome sicca
Synovial cyst	Kyste synovial
Synovitis	Synovite
Syphilis	Syphilis
Syringomyelia	Syringomyélie
Syrinx	Syrinx
Systemic allergic reaction	Réaction allergique systémique
Systemic candida	Candida systémique
Systemic inflammatory response syndrome	Syndrome de réponse inflammatoire systémique
Systemic lupus erythematosus	Le lupus érythémateux disséminé
Systemic lupus erythematosus rash	Éruption cutanée du lupus érythémateux disséminé
Systemic mastocytosis	Mastocytose systémique
Systemic mycosis	Mycose systémique
Systemic sclerosis	Sclérose systémique
Systolic dysfunction	Dysfonction systolique
Systolic ejection murmur	Murmure d'éjection systolique
Systolic hypertension	Hypertension systolique
Systolic murmur	Murmure systolique
T-cell lymphoma	Lymphome ? cellules T
T-cell type acute leukaemia	Leucémie aigu? de type T
Tachyarrhythmia	Tachyarythmie
Tachycardia	Tachycardie
Tachycardia foetal	Tachycardie f?tale
Tachycardia nervous	Tachycardie nerveuse
Tachycardia paroxysmal	Tachycardie paroxystique
Tachyphrenia	Tachyphrenia
Tachyphylaxis	Tachyphylaxie
Tachypnoea	Tachypnée
Talipes	Talipes
Talkativeness	Loquacité
Tandem gait test abnormal	Test de marche en tandem anormal
Tardive dyskinesia	Dyskinésie tardive
Taste altered	Go?t altéré
Taste bitter	Go?t amer
Taste disorders	Troubles du go?t
Taste metallic	Go?t métallique
Taste peculiar	Go?t particulier
Taste salty	Go?t salé
Taste sour	Go?t aigre
Taste sweet	Go?t sucré
Tearfulness	Larme
Tearing eyes	Yeux déchirants
Teeth clenching	Serrage des dents
Teething	Dentition
Teething pain	Douleur de dentition
Telangiectasia	Télangiectasie
Telangiectasis facial	Télangiectasie du visage
Telogen effluvium	Effluvium télog?ne
Temper tantrum	Crise de col?re
Temperature intolerance	Intolérance ? la température
Temperature regulation disorder	Trouble de la régulation de la température
Temporal arteritis	Artérite temporale
Temporal disorientation	Désorientation temporelle
Temporal lobe epilepsy	Épilepsie du lobe temporal
Temporomandibular joint syndrome	Syndrome de l'articulation temporo-mandibulaire
Tenderness	Tendresse
Tendinous contracture	Contracture tendineuse
Tendon disorder	Trouble tendineux
Tendon injury	Blessure au tendon
Tendon pain	Douleur tendineuse
Tendon reflex decreased	Réflexe tendineux diminué
Tendon rupture	Rupture tendineuse
Tendonitis	Tendinite
Tenosynovitis	Ténosynovite
Tension	Tension
Tension headache	Céphalée de tension
Teratogenicity	Tératogénicité
Terminal insomnia	Insomnie terminale
Testicular atrophy	Atrophie testiculaire
Testicular disorder	Trouble testiculaire
Testicular failure primary	Insuffisance testiculaire primaire
Testicular neoplasm	Tumeur testiculaire
Testicular pain	Douleur testiculaire
Testicular swelling	Gonflement testiculaire
Testis cancer	Cancer des testicules
Testosterone deficiency	Carence en testostérone
Testosterone low	Faible taux de testostérone
Tetanus	Tétanos
Tetanus-like	Similaire au tétanos
Tetany	Tetany
Tetrahydrobiopterin deficiency	Carence en tétrahydrobioptérine
Thalassaemia	Thalassémie
Thalassaemia beta	Thalassémie b?ta
Therapeutic response decreased	Réponse thérapeutique diminuée
Therapeutic response increased	Augmentation de la réponse thérapeutique
Therapeutic response unexpected	Réponse thérapeutique inattendue
Therapy naive	Thérapie na?ve
Thermal burn	Br?lure thermique
Thinking abnormal	Penser anormal
Thirst	La soif
Thoracic vertebral fracture	Fracture vertébrale thoracique
Thought blocking	Blocage de la pensée
Thready pulse	Pouls déj?
Throat irritation	Irritation de la gorge
Throat sore	Mal de gorge
Throat tightness	Oppression dans la gorge
Throbbing headache	Maux de t?te lancinants
Thromboangiitis obliterans	Thromboangiitis obliterans
Thrombocytopenia	Thrombocytopénie
Thrombocytopenia aggravated	Thrombocytopénie aggravée
Thrombocytopenia toxic	Thrombocytopénie toxique
Thrombocytopenic purpura	Purpura thrombocytopénique
Thrombocytosis	Thrombocytose
Thromboembolic event	Événement thromboembolique
Thromboembolic stroke	AVC thromboembolique
Thromboembolism	Thromboembolie
Thrombophilia	Thrombophilie
Thrombophlebitis	Thrombophlébite
Thrombophlebitis injection site	Site d'injection de thrombophlébite
Thrombophlebitis leg deep	Thrombophlébite jambe profonde
Thrombophlebitis of the leg	Thrombophlébite de la jambe
Thrombophlebitis superficial	Thrombophlébite superficielle
Thromboplastin decreased	La thromboplastine a diminué
Thrombosis	Thrombose
Thrombosis in device	Thrombose dans l'appareil
Thrombosis leg	Jambe de thrombose
Thrombosis mesenteric vessel	Vaisseau mésentérique de thrombose
Thrombotic microangiopathy	Microangiopathie thrombotique
Thrombotic thrombocytopenic purpura	Purpura thrombotique thrombotique
Thymoma	Thymome
Thyroglobulin increased	Augmentation de la thyroglobuline
Thyroid adenoma	Adénome thyro?dien
Thyroid cancer	Cancer de la thyro?de
Thyroid carcinoma	Carcinome thyro?dien
Thyroid disorder	Trouble thyro?dien
Thyroid function abnormal	Fonction thyro?dienne anormale
Thyroid function test abnormal	Test de la fonction thyro?dienne anormal
Thyroid neoplasm	Tumeur thyro?dienne
Thyroid nodule	Nodule thyro?dien
Thyroiditis	Thyro?dite
Thyroiditis subacute	Thyro?dite subaigu?
Thyrotoxic crisis	Crise thyréotoxique
Thyrotoxicosis	Thyrotoxicose
Thyrotropin high	Thyrotropin élevé
Thyrotropin low	Thyrotropin faible
Thyroxine decreased	La thyroxine a diminué
Thyroxine free decreased	Sans thyroxine diminuée
TIBC	TIBC
Tibial torsion	Torsion tibiale
Tic	Tic
Tight foreskin	Prépuce serré
Tightness in jaw	Étanchéité dans la m?choire
Tinea barbae	Tinea barbae
Tinea capitis	Teigne
Tinea cruris	Tinea cruris
Tinea infection	Infection de teigne
Tinea pedis	Pied d'athl?te
Tinea versicolour	Tinea versicolour
Tingling feet/hands	Picotements des pieds / mains
Tingling of extremity	Picotements aux extrémités
Tingling sensation	Sensation de picotements
Tingling skin	Picotements cutanés
Tinnitus	Acouph?ne
Tinnitus aggravated	Acouph?nes aggravés
