5'nucleotidase increased	5'nucléotidase augmentée
Tobacco abuse	Abus de tabac
Tobacco poisoning	Empoisonnement au tabac
Tobacco withdrawal symptoms	Symptômes de sevrage tabagique
Toe walking	Marche des orteils
Tolerance development	Développement de la tolérance
Tongue blistering	Cloquage de la langue
Tongue coated	Langue enduite
Tongue discolouration	Décoloration de la langue
Tongue disorder	Trouble de la langue
Tongue dry	Langue sèche
Tongue geographic	Langue géographique
Tongue hairy	Langue poilue
Tongue irritation	Irritation de la langue
Tongue neoplasm	Tumeur de la langue
Tongue neoplasm malignant stage unspecified	Stade malin du néoplasme de la langue, sans précision
Tongue oedema	Oedème de la langue
Tongue paralysis	Paralysie de la langue
Tongue pigmentation	Pigmentation de la langue
Tongue spasm	Spasme de la langue
Tongue ulceration	Ulcération de la langue
Tonic clonic movements	Mouvements cloniques toniques
Tonic convulsion	Convulsion tonique
Tonic-clonic seizures	Crises tonico-cloniques
Tonsillar disorder	Trouble amygdalien
Tonsillar hypertrophy	Hypertrophie amygdalienne
Tonsillitis	Amygdalite
Tooth abscess	Abcès dentaire
Tooth caries aggravated NOS	Caries dentaires aggravées SAI
Tooth discolouration	Décoloration des dents
Tooth disorder	Trouble dentaire
Tooth erosion	Érosion dentaire
Tooth fracture	Fracture dentaire
Tooth hypoplasia	Hypoplasie dentaire
Tooth infection	Infection dentaire
Tooth injury	Blessure dentaire
Tooth loss	Perte de dents
Tooth malformation	Malformation dentaire
Toothache	Mal aux dents
Torsade de pointes	Torsade de pointes
Torsion of ovary	Torsion de l'ovaire
Torticollis	Torticolis
Total hypoxanthine-guanine phosphoribosyl transferase deficiency	Déficit total en hypoxanthine-guanine phosphoribosyl transférase
Total spinal block	Bloc vertébral total
Tourette's disorder	Trouble de la tourette
Toxemia	Toxémie
Toxic confusional state	État confusionnel toxique
Toxic dilatation of intestine	Dilatation toxique de l'intestin
Toxic encephalopathy	Encéphalopathie toxique
Toxic epidermal necrolysis	Nécrolyse épidermique toxique
Toxic multinodular goiter	Goitre multinodulaire toxique
Toxic neuropathy	Neuropathie toxique
Toxic nodular goitre	Goitre nodulaire toxique
Toxic pustuloderma	Pustuloderma toxique
Toxic reaction (NOS)	Réaction toxique (NOS)
Toxic shock syndrome	Syndrome de choc toxique
Toxic skin eruption	Éruption cutanée toxique
Toxic symptom	Symptôme toxique
Toxicity to various agents	Toxicité pour divers agents
Toxoplasmosis	Toxoplasmose
Tracheal disorder	Trouble trachéal
Tracheal fistula	Fistule trachéale
Tracheitis	Trachéite
Tracheo-oesophageal fistula	Fistule trachéo-?sophagienne
Tracheobronchitis	Trachéobronchite
Tracheostomy infection	Infection par trachéotomie
Trachoma	Trachome
Traffic accident	Accident de la circulation
Tranquillisation excessive	Tranquillisation excessive
Transaminases decreased	Transaminases diminuées
Transaminases increased	Augmentation des transaminases
Transaminitis	Transaminite
Transfusion dependent anaemia	Anémie transfusionnelle
Transfusion reaction	Réaction transfusionnelle
Transient cerebral ischemia	Ischémie cérébrale transitoire
Transient cerebrovascular events	Événements cérébrovasculaires transitoires
Transient global amnesia	Amnésie mondiale transitoire
Transient insomnia	Insomnie transitoire
Transient ischaemic attack	Attaque ischémique transitoire
Transitional cell carcinoma	Carcinome à cellules transitionnelles
Transmural myocardial infarction	Infarctus du myocarde transmural
Transplant failure	Échec de la transplantation
Transplant rejection	Rejet de greffe
Transposition of the great vessels	Transposition des grands vaisseaux
Transverse sinus thrombosis	Thrombose des sinus transverses
Trauma	Traumatisme
Traumatic arthropathy	Arthropathie traumatique
Traumatic brain injury	Lésion cérébrale traumatique
Traumatic fracture	Fracture traumatique
Traumatic haematoma	Hématome traumatique
Traumatic haemorrhage	Hémorragie traumatique
Traumatic liver injury	Lésion hépatique traumatique
Traumatic lung injury	Lésion pulmonaire traumatique
Traveller's diarrhea	Diarrhée du voyageur
Trembling	Tremblant
Tremor	Tremblement
Tremor coarse	Tremblements grossiers
Tremor fine	Tremblement bien
Tremor limb	Membre tremblement
Tremor muscle	Muscle tremblant
Tremor of hands	Tremblement des mains
Tremulousness	Tremulousness
Trench mouth	Bouche de tranchée
Treponema infections	Infections à tréponème
Tri-iodothyronine normal	Tri-iodothyronine normale
Trichiniasis	Trichiniasis
Trichomonal vaginitis	Vaginite trichomonale
Trichomoniasis	Trichomonase
Trichorrhexis	Trichorrhexis
Trichotillomania	Trichotillomanie
Trichuriasis	Trichurie
Tricuspid valve incompetence	Incompétence de la valve tricuspide
Trigeminal neuralgia	Névralgie du trijumeau
Trigger finger	Doigt déclencheur
Triglycerides normal	Triglycérides normaux
Trismus	Trismus
Trisomy 18	Trisomie 18
Trisomy 21	Trisomie 21
Trophic disorders	Troubles trophiques
Tropical sprue	Sprue tropicale
Troponin I increased	Troponin I augmentée
Troponin increased	Troponine augmentée
Tubal pregnancy	Grossesse tubaire
Tuberculin test positive	Test de tuberculose positif
Tuberculoid leprosy	Lèpre tuberculeuse
Tuberculosis	Tuberculose
Tuberculosis of bones and joints, unspecified	Tuberculose des os et des articulations, sans précision
Tuberculosis of genitourinary system	Tuberculose du système génito-urinaire
Tuberous sclerosis	Sclérose tubéreuse
Tubo-ovarian abscess	Abcès tubo-ovarien
Tubulointerstitial nephritis	Néphrite tubulo-interstitielle
Tularaemia	Tularémie
Tumour cell mobilisation	Mobilisation des cellules tumorales
Tumour compression	Compression tumorale
Tumour flare	Poussée tumorale
Tumour haemorrhage	Hémorragie tumorale
Tumour invasion	Invasion de tumeurs
Tumour lysis syndrome	Syndrome de lyse tumorale
Tumour necrosis	Nécrose tumorale
Tumour pain	Douleur tumorale
Tunnel vision	Vision en tunnel
Turner's syndrome	Syndrome de Turner
Tympanic membrane disorder	Trouble de la membrane tympanique
Tympanic membrane hyperaemia	Hyperémie membranaire tympanique
Tympanic membrane perforation	Perforation de la membrane tympanique
Type 1 diabetes mellitus	Diabète sucré de type 1
Type 2 diabetes mellitus	Diabète sucré de type 2
Type 2 lepra reaction	Réaction lépreuse de type 2
Type I hyperlipidaemia	Hyperlipidémie de type I
Type I hypersensitivity	Hypersensibilité de type I
Type II hyperlipidaemia	Hyperlipidémie de type II
Type III hyperlipidaemia	Hyperlipidémie de type III
Type III immune complex mediated reaction	Réaction induite par un complexe immun de type III
Type IIa hyperlipidaemia	Hyperlipidémie de type IIa
Type IIb hyperlipidaemia	Hyperlipidémie de type IIb
Type IIb hyperlipoproteinemia	Hyperlipoprotéinémie de type IIb
Type IV hyperlipidaemia	Hyperlipidémie de type IV
Type IV hypersensitivity reaction	Réaction d'hypersensibilité de type IV
Type V hyperlipidaemia	Hyperlipidémie de type V
Typhoid fever	Fièvre typhoïde
Typhus	Typhus
Tyrosinaemia	Tyrosinémie
Ulcer	Ulcère
Ulcer foot	Pied ulcère
Ulcer haemorrhage	Hémorragie ulcéreuse
Ulcerative (chronic) proctosigmoiditis	Proctosigmoïdite ulcéreuse (chronique)
Ulcerative enterocolitis	Entérocolite ulcéreuse
Ulcerative keratitis	Kératite ulcéreuse
Ulcerative stomatitis	Stomatite ulcéreuse
Ulna fracture	Fracture de l'ulna
Ultrasound breast abnormal	Échographie mammaire anormale
Ultrasound ovary abnormal	Échographie ovarienne anormale
Umbilical hernia	Hernie ombilicale
Unable to walk	Incapable de marcher
Uncircumcised	Incirconcis
Uncontrolled hypertension	Hypertension non contrôlée
Underweight	Insuffisance pondérale
Unexpected therapeutic effect	Effet thérapeutique inattendu
Unilateral renal agenesis	Agénésie rénale unilatérale
Unilateral vision loss	Perte de vision unilatérale
Unintended pregnancy	Grossesse non désirée
Unresponsive to stimuli	Ne répond pas aux stimulis
Unresponsive to verbal stimuli	Ne répond pas aux stimulis verbaux
Unrest	Troubles
Unspecified circulatory system disorder	Trouble du système circulatoire, sans précision
Unspecified condition originating in the perinatal period	Affection non précisée provenant de la période périnatale
Unspecified congenital anomaly of brain, spinal cord, and nervous system	Anomalie congénitale non précisée du cerveau, de la moelle épinière et du système nerveux
Unspecified disorder of autonomic nervous system	Trouble non spécifié du système nerveux autonome
Unspecified disorder of intestine	Trouble non spécifié de l'intestin
Unspecified disorder of skin and subcutaneous tissue	Trouble non spécifié de la peau et du tissu sous-cutané
Unspecified non-gonococcal urethritis (NGU)	Urétrite non gonococcique non spécifiée (NGU)
Unspecified visual loss	Perte visuelle non spécifiée
Unsteadiness	Déséquilibre
Unsteady gait	Démarche instable
Unwanted awareness during anaesthesia	Conscience indésirable pendant l'anesthésie
Unwell	Indisposé
Upper abdominal discomfort	Gêne abdominale haute
Upper airway obstruction	Obstruction des voies aériennes supérieures
Upper gastrointestinal haemorrhage	Hémorragie gastro-intestinale supérieure
Upper gastrointestinal symptoms	Symptômes gastro-intestinaux supérieurs
Upper limb fracture	Fracture du membre supérieur
Upper limb oedema	?dème des membres supérieurs
Upper motor neurone lesion	Lésion des neurones moteurs supérieurs
Upper respiratory tract congestion	Congestion des voies respiratoires supérieures
Upper respiratory tract infection	Infection des voies respiratoires supérieures
Upper respiratory tract inflammation	Inflammation des voies respiratoires supérieures
Upper respiratory tract signs and symptoms	Signes et symptômes des voies respiratoires supérieures
Upper-airway cough syndrome	Syndrome de toux des voies respiratoires supérieures
Upset stomach	Maux d'estomac
Uraemic syndrome	Syndrome urémique
Urate crystalluria	Cristallurie urate
Urate nephropathy	Néphropathie urate
Urea increased	Urée augmentée
Uremia	Urémie
Ureteral spasm	Spasme urétéral
Ureteric cancer	Cancer urétéral
Ureteric obstruction	Obstruction urétérale
Ureteritis	Urétérite
Ureterostomy site discomfort	Gêne au site d'urétérostomie
Urethral discharge	Écoulement urétral
Urethral disorder	Trouble urétral
Urethral haemorrhage	Hémorragie urétrale
Urethral obstruction	Obstruction urétrale
Urethral pain	Douleur urétrale
Urethral stenosis	Sténose urétrale
Urethral syndrome	Syndrome urétral
Urethritis	Urétrite
Urethritis gonococcal	Urétrite gonococcique
Urethritis noninfective	Urétrite non infectieuse
Urethritis nonspecific	Urétrite non spécifique
Urge incontinence	Incontinence par impériosité
Uric acid abnormal	Acide urique anormal
Uric acid high	Acide urique élevé
Uric acid increased	Augmentation de l'acide urique
Uric acid level increased	Augmentation du niveau d'acide urique
Uricaciduria	Uricacidurie
Urinary abnormalities	Anomalies urinaires
Urinary bladder polyp	Polype de la vessie urinaire
Urinary frequency aggravated	Fréquence urinaire aggravée
Urinary hesitation	Hésitation urinaire
Urinary incontinence	Incontinence urinaire
Urinary protein increased	Augmentation des protéines urinaires
Urinary retention	Rétention urinaire
Urinary sediment abnormal	Sédiment urinaire anormal
Urinary sediment present	Présence de sédiments urinaires
Urinary tract disorder	Trouble des voies urinaires
Urinary tract infection	Infection urinaire
Urinary tract infection fungal	Infection des voies urinaires fongique
Urinary tract obstruction	Obstruction des voies urinaires
Urinary tract pain	Douleurs des voies urinaires
Urinary tract signs and symptoms	Signes et symptômes des voies urinaires
Urination impaired	Miction altérée
Urine abnormality	Anomalie urinaire
Urine analysis abnormal	Analyse d'urine anormale
Urine calcium increased	Calcium urinaire augmenté
Urine color abnormal	Couleur urinaire anormale
Urine drug screen positive	Dépistage des drogues dans l'urine positif
Urine electrolytes abnormal	Électrolytes urinaires anormaux
Urine flow decreased	Débit urinaire diminuée
Urine ketone body present	Présence de corps cétonique dans l'urine
Urine odour abnormal	Odeur d'urine anormale
Urine odour foul	Mauvaise odeur d'urine 
Urine output	Sortie d'urine
Urine output increased	Augmentation du débit urinaire
Urine phosphate increased	Phosphate d'urine augmenté
Urine phosphorus increased	Augmentation du phosphore urinaire
Urine sodium increased	Augmentation du sodium urinaire
Urogenital disorder	Trouble urogénital
Urogenital haemorrhage	Hémorragie urogénitale
Urogenital trichomoniasis	Trichomonase urogénitale
Urolithiasis	Urolithiase
Urosepsis	Urosepsie
Urticaria	Urticaire
Urticaria chronic	Urticaire chronique
Urticaria localised	Urticaire localisée
Urticaria physical	Urticaire physique
Urticaria recurrent	Urticaire récurrente
Urticaria vesiculosa	Urticaria vesiculosa
Uterine atony	Atonie utérine
Uterine cancer	Cancer de l'utérus
Uterine cervical erosion	Érosion cervicale utérine
Uterine cervical lesion	Lésion cervicale utérine
Uterine cervical squamous metaplasia	Métaplasie épidermoïde cervicale utérine
Uterine contractions	Contractions utérines
Uterine contractions during pregnancy	Contractions utérines pendant la grossesse
Uterine cramps	Crampes utérines
Uterine cyst	Kyste utérin
Uterine disorder	Trouble utérin
Uterine enlargement	Hypertrophie utérine
Uterine fibroids aggravated	Fibromes utérins aggravés
Uterine fibroids enlarged	Fibromes utérins hypertrophiés
Uterine haemorrhage	Hémorragie utérine
Uterine hypertonus	Hypertonus utérin
Uterine hypotonus	Hypotonus utérin
Uterine inflammation	Inflammation utérine
Uterine leiomyoma	Léiomyome utérin
Uterine mass	Masse utérine
Uterine neoplasm	Néoplasme utérin
Uterine pain	Douleur utérine
Uterine perforation	Perforation utérine
Uterine polyp	Polype utérin
Uterine prolapse	Prolapsus utérin
Uterine relaxation	Relaxation utérine
Uterine rupture	Rupture utérine
Uterine spasm	Spasme utérin
Uterovaginal prolapse	Prolapsus utérovaginal
Uveitis	Uvéite
Vaccinia	Vaccinie
Vaccinia virus infection	Infection par le virus de la vaccine
Vaginal burning sensation	Sensation de brûlure vaginale
Vaginal contraceptive device expelled	Expulsion d'un dispositif contraceptif vaginal
Vaginal cyst	Kyste vaginal
Vaginal discharge	Écoulement vaginal
Vaginal discomfort	Gêne vaginale
Vaginal disorder	Trouble vaginal
Vaginal dryness	Sécheresse vaginale
Vaginal dysplasia	Dysplasie vaginale
Vaginal erosion	Érosion vaginale
Vaginal erythema	Érythème vaginal
Vaginal haemorrhage	Hémorragie vaginale
Vaginal infection	Infection vaginale
Vaginal inflammation	Inflammation vaginale
Vaginal irritation	Irritation vaginale
Vaginal itching	Démangeaisons vaginales
Vaginal moniliasis	Moniliase vaginale
Vaginal mucosal blistering	Cloques muqueuses vaginales
Vaginal mycosis	Mycose vaginale
Vaginal neoplasm	Néoplasme vaginal
Vaginal odour	Odeur vaginale
Vaginal pain	Douleurs vaginales
Vaginal prolapse	Prolapsus vaginal
Vaginal swelling	Gonflement vaginal
Vaginal ulceration	Ulcération vaginale
Vaginal wall congestion	Congestion des parois vaginales
Vaginal yeast	Levure vaginale
Vaginismus	Vaginisme
Vaginitis atrophic	Vaginite atrophique
Vaginitis bacterial	Vaginite bactérienne
Vaginitis gardnerella	Vaginitis gardnerella
Vaginitis ulcerative	Vaginite ulcéreuse
Vagotonia	Vagotonie
Vanishing bile duct syndrome	Syndrome des canaux biliaires en voie de disparition
Variants of migraine	Variantes de migraine
Varicella	Varicelle
Varicella zoster	Varicelle zona
Varices oesophageal	Varices ?sophagiennes
Varicocele	Varicocèle
Varicose vein	Varice
Varicose veins vulval	Varices vulvaires
